"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"WikiPathways"	"Reactome Pathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Found in Sample: [S2] F2: Sample, 2, body"	"Found in Sample: [S6] F6: Sample, 6, body"	"Found in Sample: [S10] F10: Sample, 10, body"	"Found in Sample: [S1] F1: Sample, 1, head"	"Found in Sample: [S5] F5: Sample, 5, head"	"Found in Sample: [S9] F9: Sample, 9, head"	"Found in Sample: [S4] F4: Sample, 4, mucus"	"Found in Sample: [S8] F8: Sample, 8, mucus"	"Found in Sample: [S12] F12: Sample, 12, mucus"	"Found in Sample: [S3] F3: Sample, 3, pharynx"	"Found in Sample: [S7] F7: Sample, 7, pharynx"	"Found in Sample: [S11] F11: Sample, 11, pharynx"	"# Protein Groups"	"Modifications"
"6445860813003872647"	"False"	"High"	"IsMasterProtein"	"SMED3_DN8527_c0_g1_i3.p1"	"SMED3_DN8527_c0_g1_i3.p1"	"0.000"	"7.845"	"6"	"3"	"9"	"3"	"631"	"71.8"	"6.13"	"86"	"3"	""	""	""	""	""	"SMED3_DN8527_c0_g1_i3.p1"	""	""	""	""	"0"	"2.105"	"1.061"	"1.647"	"0.504"	"0.782"	"1.551"	"0.999999960808529"	"0.999999997659797"	"0.999999999971976"	"0.551151783013568"	"0.999999999979186"	"0.999999999609416"	"7244682.19035981"	"15247514.0273133"	"7688800.53691131"	"11929036.9775642"	"75.26"	"68.49"	"33.77"	"60.26"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-5726682045240358151"	"False"	"High"	"IsMasterProtein"	"SMED3_DN580_c0_g1_i52.p1"	"SMED3_DN580_c0_g1_i52.p1"	"0.000"	"7.819"	"3"	"3"	"3"	"2"	"1023"	"119.8"	"6.18"	"40"	"3"	""	""	""	""	""	"SMED3_DN580_c0_g1_i52.p1"	""	""	""	""	"0"	"100.000"	"100.000"	""	"1.922"	"0.010"	"0.010"	""	""	""	""	""	""	""	"3365435.75629676"	"6467587.31405638"	""	""	"41.59"	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-2927253032383702974"	"False"	"High"	"IsMasterProtein"	"SMED3_DN67871_c0_g1_i1.p1"	"SMED3_DN67871_c0_g1_i1.p1"	"0.000"	"7.784"	"4"	"3"	"8"	"3"	"791"	"91.0"	"8.73"	"19"	"3"	""	""	""	""	""	"SMED3_DN67871_c0_g1_i1.p1"	""	""	""	""	"0"	"4.764"	"2.100"	"0.996"	"0.441"	"0.209"	"0.474"	""	""	""	""	""	""	"975356.566980147"	"4646579.5059724"	"2048021.22112771"	"971559.777098197"	""	"35.19"	""	""	"High"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"1"	""
"7281807887225973699"	"False"	"High"	"IsMasterProtein"	"SMED3_DN15469_c0_g1_i2.p1"	"SMED3_DN15469_c0_g1_i2.p1"	"0.000"	"7.768"	"22"	"2"	"2"	"2"	"119"	"13.5"	"7.85"	"35"	"2"	""	""	""	""	""	"SMED3_DN15469_c0_g1_i2.p1"	""	""	""	""	"0"	""	"100.000"	""	"100.000"	""	"0.010"	""	""	""	""	""	""	""	""	"13044347.4924358"	""	""	""	"29.16"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"6543761424658941438"	"False"	"High"	"IsMasterProtein"	"SMED3_DN6165_c0_g1_i1.p1"	"SMED3_DN6165_c0_g1_i1.p1"	"0.000"	"7.768"	"5"	"3"	"10"	"3"	"593"	"67.9"	"5.34"	"65"	"3"	""	""	""	""	""	"SMED3_DN6165_c0_g1_i1.p1"	""	""	""	""	"0"	"2.049"	"0.805"	"0.010"	"0.393"	"0.010"	"0.010"	""	""	""	""	""	""	"2186771.5"	"4480191.9540276"	"1759640.05642369"	""	""	"4.26"	""	""	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"-3432640489636872588"	"False"	"High"	"IsMasterProtein"	"SMED3_DN133781_c0_g1_i1.p1"	"SMED3_DN133781_c0_g1_i1.p1"	"0.000"	"7.764"	"8"	"3"	"3"	"3"	"497"	"54.4"	"6.73"	"38"	"3"	""	""	""	""	""	"SMED3_DN133781_c0_g1_i1.p1"	""	""	""	""	"0"	"0.825"	"0.010"	"0.683"	"0.010"	"0.827"	"100.000"	""	""	""	""	""	""	"1575346.25"	"1299977.70796329"	""	"1075483.10869422"	""	""	""	""	"High"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"-2867811297056143385"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5045_c0_g1_i2.p1"	"SMED3_DN5045_c0_g1_i2.p1"	"0.000"	"7.757"	"7"	"3"	"4"	"3"	"571"	"65.7"	"6.76"	"0"	"3"	""	""	""	""	""	"SMED3_DN5045_c0_g1_i2.p1"	""	""	""	""	"0"	"2.913"	"0.774"	"1.601"	"0.266"	"0.550"	"2.068"	"0.644718087008721"	""	"0.999999999971976"	""	"0.999999999979186"	""	"16964458.6773486"	"49411467.447846"	"13131182.18756"	"27158729.7412309"	"77.40"	"20.87"	""	"21.98"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"9000602408731167401"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1220_c0_g3_i1.p1"	"SMED3_DN1220_c0_g3_i1.p1"	"0.000"	"7.736"	"18"	"2"	"23"	"2"	"154"	"17.4"	"7.37"	"234"	"2"	""	""	""	""	""	"SMED3_DN1220_c0_g3_i1.p1"	""	""	""	""	"0"	"4.337"	"3.461"	"1.608"	"0.798"	"0.371"	"0.465"	"0.326694978511555"	"0.131327245966297"	"0.999999999971976"	"0.999999960583619"	"0.795722476619526"	"0.38973621083468"	"6948814.33800666"	"30136249.4759706"	"24048968.854002"	"11174002.5714631"	"73.57"	"11.45"	"29.11"	"35.18"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3033366590526213093"	"False"	"High"	"IsMasterProtein"	"SMED3_DN559_c0_g1_i1.p1"	"SMED3_DN559_c0_g1_i1.p1"	"0.000"	"7.725"	"20"	"2"	"9"	"2"	"143"	"16.9"	"7.93"	"94"	"2"	""	""	""	""	""	"SMED3_DN559_c0_g1_i1.p1"	""	""	""	""	"0"	"4.401"	"0.614"	"0.866"	"0.140"	"0.197"	"1.411"	"0.280537965372366"	""	"0.999999999971976"	""	"0.417932890424512"	""	"2256489.5"	"9930115.33363694"	"1385268.02864607"	"1955043.54934414"	"38.50"	"29.71"	""	"49.53"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"1"	""
"4479454164840239596"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2921_c0_g1_i2.p1"	"SMED3_DN2921_c0_g1_i2.p1"	"0.000"	"7.724"	"19"	"2"	"25"	"2"	"101"	"12.4"	"9.50"	"518"	"2"	""	""	""	""	""	"SMED3_DN2921_c0_g1_i2.p1"	""	""	""	""	"0"	"0.546"	"0.195"	"0.382"	"0.358"	"0.700"	"1.957"	"0.999999960808529"	"0.437006876445731"	"0.999999999971976"	"0.380953076469566"	"0.999999999979186"	"0.999999999609416"	"43209974.2749506"	"23573048.2296356"	"8435295.13013826"	"16509895.120755"	"58.04"	"63.29"	"46.10"	"39.43"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3358572736541085344"	"False"	"High"	"IsMasterProtein"	"SMED3_DN15309_c0_g1_i1.p1"	"SMED3_DN15309_c0_g1_i1.p1"	"0.000"	"7.723"	"6"	"2"	"9"	"2"	"324"	"37.1"	"6.35"	"78"	"2"	""	""	""	""	""	"SMED3_DN15309_c0_g1_i1.p1"	""	""	""	""	"0"	"1.630"	"0.010"	"0.693"	"0.010"	"0.425"	"100.000"	""	""	""	""	"0.93205110230335"	""	"5766447"	"9397214.60739251"	""	"3997792.82409958"	""	"14.65"	""	"60.50"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"1"	""
"-1996932837731586898"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5449_c0_g1_i1.p1"	"SMED3_DN5449_c0_g1_i1.p1"	"0.000"	"7.710"	"10"	"2"	"8"	"2"	"274"	"31.6"	"8.57"	"55"	"2"	""	""	""	""	""	"SMED3_DN5449_c0_g1_i1.p1"	""	""	""	""	"0"	"0.779"	"0.010"	"0.911"	"0.010"	"1.169"	"100.000"	""	""	""	""	""	""	"3414305.39998786"	"2660641.85789386"	""	"3111250.63058422"	"108.90"	""	""	""	"High"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"2021844634331758106"	"False"	"High"	"IsMasterProtein"	"SMED3_DN3670_c0_g1_i11.p1"	"SMED3_DN3670_c0_g1_i11.p1"	"0.000"	"7.699"	"3"	"3"	"5"	"3"	"972"	"112.1"	"5.95"	"39"	"3"	""	""	""	""	""	"SMED3_DN3670_c0_g1_i11.p1"	""	""	""	""	"0"	"1.440"	"3.684"	"0.416"	"2.559"	"0.289"	"0.113"	""	""	""	""	""	""	"1240445.5"	"1785636.84769191"	"4569353.86921061"	"516274.7169879"	""	""	""	""	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"-9112960485396891346"	"False"	"High"	"IsMasterProtein"	"SMED3_DN669_c0_g1_i1.p1"	"SMED3_DN669_c0_g1_i1.p1"	"0.000"	"7.697"	"1"	"2"	"2"	"2"	"2179"	"243.9"	"7.24"	"26"	"2"	""	""	""	""	""	"SMED3_DN669_c0_g1_i1.p1"	""	""	""	""	"0"	""	"100.000"	""	"100.000"	""	"0.010"	""	""	""	""	""	""	""	""	"2969719.57474056"	""	""	""	"57.48"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"937954643360023936"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5048_c0_g1_i10.p1"	"SMED3_DN5048_c0_g1_i10.p1"	"0.000"	"7.697"	"9"	"3"	"5"	"3"	"313"	"34.5"	"9.99"	"25"	"3"	""	"other membranes"	""	"Pf00153"	""	"A0A0H3YJ72; SMED3_DN5048_c0_g1_i10.p1"	""	"slc25a-18"	""	""	"0"	"0.389"	"0.353"	"0.678"	"0.907"	"1.741"	"1.920"	"0.999999960808529"	"0.999999997659797"	"0.999999999971976"	"0.999999960583619"	"0.999999999979186"	"0.999999999609416"	"50911056.3665967"	"19822152.1241125"	"17978805.041753"	"34515010.2310699"	"75.13"	"50.81"	"32.15"	"75.38"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-4744227315419357481"	"False"	"High"	"IsMasterProtein"	"SMED3_DN146564_c0_g1_i1.p1"	"SMED3_DN146564_c0_g1_i1.p1"	"0.000"	"7.678"	"8"	"3"	"14"	"3"	"300"	"34.4"	"7.66"	"120"	"3"	""	""	""	""	""	"SMED3_DN146564_c0_g1_i1.p1"	""	""	""	""	"0"	"2.052"	"0.679"	"1.147"	"0.331"	"0.559"	"1.688"	"0.883905838692876"	""	"0.999999999971976"	""	"0.999999999979186"	""	"19587084.160544"	"40192253.9106798"	"13307783.5306954"	"22466400.652543"	"44.34"	"35.02"	""	"23.01"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"1"	""
"-6972260753088199558"	"False"	"High"	"IsMasterProtein"	"SMED3_DN6934_c1_g1_i2.p1"	"SMED3_DN6934_c1_g1_i2.p1"	"0.000"	"7.659"	"4"	"3"	"5"	"3"	"948"	"108.0"	"9.17"	"18"	"3"	""	""	""	""	""	"SMED3_DN6934_c1_g1_i2.p1"	""	""	""	""	"0"	"100.000"	""	""	"0.010"	"0.010"	""	""	""	""	""	""	""	""	"4076686.43761735"	""	""	""	""	""	""	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"-4518453690127867891"	"False"	"High"	"IsMasterProtein"	"SMED3_DN3085_c1_g1_i7.p1"	"SMED3_DN3085_c1_g1_i7.p1"	"0.000"	"7.658"	"5"	"2"	"11"	"2"	"478"	"54.1"	"6.25"	"93"	"2"	""	""	""	""	""	"SMED3_DN3085_c1_g1_i7.p1"	""	""	""	""	"0"	"3.969"	"0.778"	"0.682"	"0.196"	"0.172"	"0.876"	""	""	""	""	""	""	"2054106.34375"	"8153460.70699234"	"1598215.84250095"	"1399994.20753056"	""	"25.67"	""	""	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"5478161507629960127"	"False"	"High"	"IsMasterProtein"	"SMED3_DN6921_c1_g2_i3.p1"	"SMED3_DN6921_c1_g2_i3.p1"	"0.000"	"7.649"	"12"	"3"	"8"	"3"	"339"	"38.9"	"4.45"	"46"	"3"	""	""	""	""	""	"SMED3_DN6921_c1_g2_i3.p1"	""	""	""	""	"0"	"9.731"	"0.010"	"2.450"	"0.010"	"0.252"	"100.000"	"0.72045003268823"	""	"0.999999999971976"	""	"0.999999999979186"	""	"1013180.8725736"	"9859200.40092732"	""	"2482020.35439379"	"58.61"	"69.10"	""	"59.18"	"High"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"High"	"1"	""
"9001975687932934423"	"False"	"High"	"IsMasterProtein"	"SMED3_DN40006_c0_g3_i1.p1"	"SMED3_DN40006_c0_g3_i1.p1"	"0.000"	"7.649"	"3"	"2"	"7"	"2"	"662"	"76.1"	"7.46"	"40"	"2"	""	""	""	""	""	"SMED3_DN40006_c0_g3_i1.p1"	""	""	""	""	"0"	"1.063"	"1.775"	"0.791"	"1.670"	"0.744"	"0.445"	"0.999999960808529"	""	"0.999999999971976"	""	"0.999999999979186"	""	"4761739.90463503"	"5061245.94466839"	"8451910.30338517"	"3765164.35637983"	"44.42"	"22.49"	""	"126.35"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"1"	""
"1234110914598670394"	"False"	"High"	"IsMasterProtein"	"SMED3_DN9751_c0_g1_i9.p1"	"SMED3_DN9751_c0_g1_i9.p1"	"0.000"	"7.648"	"8"	"3"	"8"	"3"	"384"	"43.9"	"5.78"	"58"	"3"	""	""	""	""	""	"SMED3_DN9751_c0_g1_i9.p1"	""	""	""	""	"0"	"1.595"	"0.010"	"0.994"	"0.010"	"0.623"	"100.000"	""	""	""	""	""	""	"2490049.98129639"	"3971760.80429297"	""	"2475874.96814899"	""	"52.78"	""	""	"Not Found"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"1"	""
"-1606147258496955597"	"False"	"High"	"IsMasterProtein"	"SMED3_DN4077_c0_g1_i1.p1"	"SMED3_DN4077_c0_g1_i1.p1"	"0.000"	"7.628"	"7"	"3"	"9"	"3"	"427"	"48.5"	"6.43"	"70"	"3"	""	""	""	""	""	"SMED3_DN4077_c0_g1_i1.p1"	""	""	""	""	"0"	"1.948"	"1.735"	"1.245"	"0.891"	"0.639"	"0.717"	"0.999999960808529"	""	"0.999999999971976"	""	"0.999999999979186"	""	"1887789.04884613"	"3677601.72687214"	"3275070.88064965"	"2349582.58479189"	"62.44"	"83.82"	""	"51.71"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"8690861398261243519"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1316_c0_g2_i5.p1"	"SMED3_DN1316_c0_g2_i5.p1"	"0.000"	"7.614"	"6"	"3"	"6"	"3"	"590"	"67.7"	"9.14"	"44"	"3"	""	""	""	""	""	"SMED3_DN1316_c0_g2_i5.p1"	""	""	""	""	"0"	"7.798"	"12.193"	"0.010"	"1.564"	"0.010"	"0.010"	""	""	""	""	""	""	"738590.375"	"5759762.03622388"	"9005403.14013077"	""	""	"51.26"	""	""	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"8524942260276016559"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1073_c3_g1_i1.p1"	"SMED3_DN1073_c3_g1_i1.p1"	"0.000"	"7.613"	"6"	"2"	"7"	"2"	"412"	"46.3"	"4.69"	"55"	"2"	""	""	""	""	""	"SMED3_DN1073_c3_g1_i1.p1"	""	""	""	""	"0"	"2.337"	"0.010"	"1.136"	"0.010"	"0.486"	"100.000"	"0.883905838692876"	""	"0.999999999971976"	""	"0.999999999979186"	""	"3701300.97360277"	"8650184.8528539"	""	"4206359.79419595"	"71.91"	"38.62"	""	"51.36"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"1"	""
"-3955013934063644647"	"False"	"High"	"IsMasterProtein"	"SMED3_DN11301_c0_g1_i1.p1"	"SMED3_DN11301_c0_g1_i1.p1"	"0.000"	"7.608"	"13"	"2"	"11"	"2"	"189"	"22.3"	"5.99"	"84"	"2"	""	""	""	""	""	"SMED3_DN11301_c0_g1_i1.p1"	""	""	""	""	"0"	"1.319"	"0.010"	"0.388"	"0.010"	"0.294"	"100.000"	""	""	""	""	""	""	"2432206.625"	"3208925.86998383"	""	"943610.151355198"	""	"44.77"	""	""	"High"	"Not Found"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"1"	""
"6302942864692842703"	"False"	"High"	"IsMasterProtein"	"SMED3_DN29381_c0_g1_i1.p1"	"SMED3_DN29381_c0_g1_i1.p1"	"0.000"	"7.607"	"20"	"2"	"21"	"2"	"113"	"13.2"	"7.83"	"159"	"2"	""	""	""	""	""	"SMED3_DN29381_c0_g1_i1.p1"	""	""	""	""	"0"	"1.130"	"0.330"	"0.659"	"0.292"	"0.583"	"1.995"	"0.999999960808529"	"0.123539206727672"	"0.999999999971976"	"0.123810461135497"	"0.999999999979186"	"0.530012562660723"	"7354499.23421919"	"8311202.67910286"	"2429777.31112445"	"4847319.15987457"	"23.44"	"38.58"	"58.38"	"24.49"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-5944173491890229256"	"False"	"High"	"IsMasterProtein"	"SMED3_DN9148_c2_g3_i1.p1"	"SMED3_DN9148_c2_g3_i1.p1"	"0.000"	"7.606"	"17"	"3"	"23"	"2"	"149"	"16.7"	"10.42"	"175"	"3"	""	""	""	""	""	"SMED3_DN9148_c2_g3_i1.p1"	""	""	""	""	"0"	"1.365"	"1.649"	"1.205"	"1.208"	"0.883"	"0.731"	"0.999999960808529"	"0.999999997659797"	"0.999999999971976"	"0.917523000476596"	"0.999999999979186"	"0.999999999609416"	"21862535.8729422"	"29837486.7360126"	"36041800.7179485"	"26351964.1408562"	"29.63"	"96.42"	"78.08"	"39.88"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-9097120778562375128"	"False"	"High"	"IsMasterProtein"	"SMED3_DN11534_c0_g1_i3.p1"	"SMED3_DN11534_c0_g1_i3.p1"	"0.000"	"7.603"	"10"	"2"	"4"	"2"	"293"	"33.7"	"6.38"	"39"	"2"	""	""	""	""	""	"SMED3_DN11534_c0_g1_i3.p1"	""	""	""	""	"0"	"0.010"	"0.010"	"0.843"	""	"100.000"	"100.000"	""	""	""	""	""	""	"3920132.25"	""	""	"3304307.7002245"	""	""	""	"50.18"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Peak Found"	"1"	""
"143749181856089905"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5460_c0_g1_i3.p1"	"SMED3_DN5460_c0_g1_i3.p1"	"0.000"	"7.599"	"16"	"3"	"11"	"3"	"205"	"23.6"	"9.85"	"77"	"3"	""	""	""	""	""	"SMED3_DN5460_c0_g1_i3.p1"	""	""	""	""	"0"	"2.808"	"0.795"	"1.511"	"0.283"	"0.538"	"1.900"	"0.963461686493737"	""	"0.999999999971976"	""	"0.999999999979186"	""	"3111713.52030174"	"8738002.60623626"	"2474055.66632442"	"4700953.8511524"	"28.58"	"35.03"	""	"66.19"	"High"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"2225103166629798499"	"False"	"High"	"IsMasterProtein"	"SMED3_DN8748_c0_g1_i8.p1"	"SMED3_DN8748_c0_g1_i8.p1"	"0.000"	"7.592"	"13"	"3"	"10"	"3"	"266"	"30.8"	"5.60"	"62"	"3"	""	""	""	""	""	"SMED3_DN8748_c0_g1_i8.p1"	""	""	""	""	"0"	"1.815"	"0.586"	"1.668"	"0.323"	"0.919"	"2.847"	"0.886086768750437"	""	"0.999999999971976"	""	"0.999999999979186"	""	"2172056.70847626"	"3942848.21697469"	"1272226.62022562"	"3622362.57254616"	"77.97"	"35.62"	""	"40.03"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"9096547859357490101"	"False"	"High"	"IsMasterProtein"	"SMED3_DN6512_c0_g1_i1.p1"	"SMED3_DN6512_c0_g1_i1.p1"	"0.000"	"7.582"	"9"	"3"	"7"	"3"	"312"	"35.5"	"7.44"	"43"	"3"	""	""	""	""	""	"SMED3_DN6512_c0_g1_i1.p1"	""	""	""	""	"0"	"0.521"	"0.149"	"0.781"	"0.287"	"1.499"	"5.230"	""	""	""	""	"0.999999999979186"	""	"3567780.45833333"	"1860006.25598788"	"533059.382742152"	"2788105.72370406"	""	"7.80"	""	"63.68"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"6635425819273227024"	"False"	"High"	"IsMasterProtein"	"SMED3_DN12684_c0_g1_i5.p1"	"SMED3_DN12684_c0_g1_i5.p1"	"0.000"	"7.581"	"12"	"3"	"5"	"3"	"364"	"43.4"	"5.48"	"21"	"3"	""	""	""	""	""	"SMED3_DN12684_c0_g1_i5.p1"	""	""	""	""	"0"	"1.797"	"0.010"	"0.010"	"0.010"	"0.010"	""	""	""	""	""	""	""	"4247552.19262135"	"7630918.0012352"	""	""	""	"16.17"	""	""	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-5331493305646563491"	"False"	"High"	"IsMasterProtein"	"SMED3_DN6992_c0_g1_i2.p1"	"SMED3_DN6992_c0_g1_i2.p1"	"0.000"	"7.572"	"18"	"2"	"22"	"2"	"114"	"12.7"	"8.31"	"237"	"2"	""	""	""	""	""	"SMED3_DN6992_c0_g1_i2.p1"	""	""	""	""	"0"	"1.376"	"0.242"	"0.906"	"0.176"	"0.658"	"3.739"	"0.999999960808529"	"0.084067667401676"	"0.999999999971976"	"0.0392195021266925"	"0.999999999979186"	"0.092331371350592"	"196546474.418004"	"270370512.414241"	"47610711.5291018"	"178021100.865155"	"20.46"	"9.31"	"68.23"	"12.67"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-1808586161647688845"	"False"	"High"	"IsMasterProtein"	"SMED3_DN12280_c0_g1_i1.p1"	"SMED3_DN12280_c0_g1_i1.p1"	"0.000"	"7.561"	"3"	"3"	"5"	"3"	"985"	"112.9"	"8.47"	"53"	"3"	""	""	""	""	""	"SMED3_DN12280_c0_g1_i1.p1"	""	""	""	""	"0"	"2.163"	"3.476"	"0.680"	"1.607"	"0.314"	"0.195"	"0.726488537671835"	"0.124161454221653"	"0.999999999971976"	"0.780531088862508"	"0.688676211089547"	"0.0562797787091647"	"17625333.5121734"	"38122065.5900609"	"61270821.6053668"	"11976974.6465567"	"49.76"	"40.52"	"19.10"	"56.48"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"5505534834303878286"	"False"	"High"	"IsMasterProtein"	"SMED3_DN4321_c0_g1_i2.p1"	"SMED3_DN4321_c0_g1_i2.p1"	"0.000"	"7.552"	"8"	"3"	"4"	"3"	"369"	"43.3"	"8.78"	"27"	"3"	""	""	""	""	""	"SMED3_DN4321_c0_g1_i2.p1"	""	""	""	""	"0"	"0.010"	"0.010"	"0.010"	""	""	""	""	""	""	""	""	""	"2105413.6875"	""	""	""	""	""	""	""	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
