"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Reactome Pathways"	"WikiPathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Found in Sample: [S2] F2: Sample, 2, body"	"Found in Sample: [S6] F6: Sample, 6, body"	"Found in Sample: [S10] F10: Sample, 10, body"	"Found in Sample: [S1] F1: Sample, 1, head"	"Found in Sample: [S5] F5: Sample, 5, head"	"Found in Sample: [S9] F9: Sample, 9, head"	"Found in Sample: [S4] F4: Sample, 4, mucus"	"Found in Sample: [S8] F8: Sample, 8, mucus"	"Found in Sample: [S12] F12: Sample, 12, mucus"	"Found in Sample: [S3] F3: Sample, 3, pharynx"	"Found in Sample: [S7] F7: Sample, 7, pharynx"	"Found in Sample: [S11] F11: Sample, 11, pharynx"	"# Protein Groups"	"Modifications"
"5292646766242155423"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN5872_c0_g1_i1.p1"	"ONUN2_DN5872_c0_g1_i1.p1"	"0.000"	"11.488"	"16"	"4"	"10"	"4"	"256"	"30.4"	"6.80"	"53"	"4"	""	""	""	""	""	"ONUN2_DN5872_c0_g1_i1.p1"	""	""	""	""	"0"	"2.767"	"1.441"	"1.722"	"0.521"	"0.622"	"1.195"	"0.897346009680403"	"0.999999999117813"	"0.999999999999392"	"0.708398537438266"	"0.999999999988872"	"0.999999999645348"	"4903925.90534643"	"13571219.5934432"	"7067582.68816483"	"8446578.39536765"	"61.97"	"16.75"	"78.46"	"28.54"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
"7522548202140917250"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN12803_c0_g1_i1.p1"	"ONUN2_DN12803_c0_g1_i1.p1"	"0.000"	"11.479"	"23"	"3"	"30"	"3"	"146"	"17.2"	"8.53"	"503"	"3"	""	""	""	""	""	"ONUN2_DN12803_c0_g1_i1.p1"	""	""	""	""	"0"	"0.806"	"1.679"	"1.919"	"2.082"	"2.380"	"1.143"	"0.800349657852938"	"0.966354002026254"	"0.999999999999392"	"0.28033889410889"	"0.313416695772444"	"0.999999999645348"	"9882481.68804954"	"7967072.5"	"16591321.9699709"	"18962312.570327"	"45.16"	"39.49"	"34.23"	"4.40"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"4723856418156477500"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN7289_c0_g1_i3.p1"	"ONUN2_DN7289_c0_g1_i3.p1"	"0.000"	"11.479"	"12"	"4"	"18"	"4"	"314"	"33.9"	"6.24"	"121"	"4"	""	""	""	""	""	"ONUN2_DN7289_c0_g1_i3.p1"	""	""	""	""	"0"	"0.216"	"1.269"	"0.786"	"5.867"	"3.636"	"0.620"	"0.17806410362112"	"0.999999999117813"	"0.999999999999392"	"0.0902586298185324"	"0.573168649433607"	"0.65865977099424"	"8863002.3149119"	"1916332.30121454"	"11243015.3021408"	"6968293.85938328"	"50.29"	"55.39"	"18.07"	"41.80"	"High"	"High"	"High"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"1"	""
"-7534420387780631896"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN4355_c0_g1_i3.p1"	"ONUN2_DN4355_c0_g1_i3.p1"	"0.000"	"11.439"	"17"	"3"	"10"	"3"	"140"	"16.2"	"8.22"	"218"	"3"	""	""	""	""	""	"ONUN2_DN4355_c0_g1_i3.p1"	""	""	""	""	"0"	"0.411"	"0.957"	"0.647"	"2.329"	"1.575"	"0.676"	"0.653529419882806"	"0.999999999117813"	"0.999999999999392"	"0.556906142211198"	"0.999999999988872"	"0.999999999645348"	"36422723.7507226"	"14963496"	"34852586.9712527"	"23565541.8301758"	"71.42"	"15.07"	"42.47"	"48.71"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"1"	""
"281309703582083029"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN5896_c0_g1_i4.p1"	"ONUN2_DN5896_c0_g1_i4.p1"	"0.000"	"11.438"	"4"	"3"	"4"	"3"	"1016"	"114.5"	"5.78"	"36"	"3"	""	""	""	""	""	"ONUN2_DN5896_c0_g1_i4.p1"	""	""	""	""	"0"	"0.887"	"13.944"	"0.010"	"15.718"	"0.010"	"0.010"	""	"0.255060420102558"	""	""	""	""	"4407112.3354606"	"3909683.7757624"	"61453221.98231"	""	"31.13"	""	"77.02"	""	"Peak Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"2428470201938453528"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN162340_c0_g1_i2.p1"	"ONUN2_DN162340_c0_g1_i2.p1"	"0.000"	"11.433"	"22"	"3"	"9"	"3"	"158"	"18.3"	"8.25"	"199"	"3"	""	""	""	""	""	"ONUN2_DN162340_c0_g1_i2.p1"	""	""	""	""	"0"	"0.421"	"1.730"	"1.188"	"4.111"	"2.821"	"0.686"	"0.999999999853134"	"0.999999999117813"	"0.999999999999392"	"0.99999999999899"	"0.999999999988872"	"0.999999999645348"	"10915744.8256265"	"4594795.94300744"	"18887228.9129164"	"12963787.4835685"	"68.16"	"118.23"	"85.59"	"84.61"	"High"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"1"	""
"8081251326827251258"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2934_c0_g1_i3.p1"	"ONUN2_DN2934_c0_g1_i3.p1"	"0.000"	"11.424"	"7"	"4"	"9"	"4"	"665"	"75.9"	"8.25"	"58"	"4"	""	""	""	""	""	"ONUN2_DN2934_c0_g1_i3.p1"	""	""	""	""	"0"	"4.562"	"0.798"	"1.216"	"0.175"	"0.266"	"1.524"	""	""	"0.999999999999392"	""	""	""	"2818058.66825381"	"12857058.6666667"	"2247818.52583537"	"3425827.61423547"	"26.78"	""	""	"40.46"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"346342698227195508"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN10555_c0_g1_i1.p1"	"ONUN2_DN10555_c0_g1_i1.p1"	"0.000"	"11.423"	"16"	"3"	"28"	"3"	"182"	"21.0"	"8.40"	"434"	"3"	""	""	""	""	""	"ONUN2_DN10555_c0_g1_i1.p1"	""	""	""	""	"0"	"0.086"	"0.505"	"0.530"	"5.840"	"6.128"	"1.049"	"0.158536965728695"	"0.999999999117813"	"0.999999999999392"	"0.420052690333761"	"0.60522142665619"	"0.999999999645348"	"39698365.0952078"	"3430266.94540215"	"20034254.5027576"	"21021516.9740027"	"49.28"	"86.77"	"62.90"	"51.31"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"1"	""
"-9201624492810663776"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN8072_c0_g1_i2.p1"	"ONUN2_DN8072_c0_g1_i2.p1"	"0.000"	"11.414"	"8"	"4"	"5"	"4"	"500"	"62.0"	"6.76"	"40"	"4"	""	""	""	""	""	"ONUN2_DN8072_c0_g1_i2.p1"	""	""	""	""	"0"	"2.147"	"4.047"	"0.805"	"1.885"	"0.375"	"0.199"	"0.999999999853134"	"0.999999999117813"	"0.999999999999392"	"0.99999999999899"	"0.999999999988872"	"0.999999999645348"	"1214627.56424787"	"2608219.45682829"	"4915576.28807039"	"977506.617710154"	"48.79"	"61.06"	"67.16"	"105.12"	"Peak Found"	"High"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"1"	""
"7953870583762758228"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN388_c0_g1_i8.p1"	"ONUN2_DN388_c0_g1_i8.p1"	"0.000"	"11.406"	"14"	"3"	"5"	"3"	"254"	"29.3"	"8.54"	"45"	"3"	""	""	""	""	""	"ONUN2_DN388_c0_g1_i8.p1"	""	""	""	""	"0"	"100.000"	""	""	"0.010"	"0.010"	""	""	""	""	""	""	""	""	"2431354.27895435"	""	""	""	"90.65"	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"6498080135462122843"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN4242_c1_g2_i5.p1"	"ONUN2_DN4242_c1_g2_i5.p1"	"0.000"	"11.404"	"6"	"3"	"8"	"3"	"723"	"82.6"	"8.56"	"87"	"3"	""	""	""	""	""	"ONUN2_DN4242_c1_g2_i5.p1"	""	""	""	""	"0"	"4.003"	"0.010"	"1.795"	"0.010"	"0.448"	"100.000"	"0.545029941067641"	""	"0.999999999999392"	""	"0.999999999988872"	""	"543406.458893138"	"2174999.35484"	""	"975267.095273842"	"17.20"	"45.48"	""	"111.00"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Peak Found"	"1"	""
"7568636576487001853"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN5225_c1_g1_i3.p1"	"ONUN2_DN5225_c1_g1_i3.p1"	"0.000"	"11.398"	"8"	"5"	"8"	"5"	"730"	"84.8"	"6.51"	"39"	"5"	""	""	""	""	""	"ONUN2_DN5225_c1_g1_i3.p1"	""	""	""	""	"0"	"4.429"	"0.010"	"1.118"	"0.010"	"0.252"	"100.000"	""	""	""	""	""	""	"1433208.53805278"	"6347282.25"	""	"1602411.89616177"	""	"9.70"	""	""	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"-2125518327059309995"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN492_c0_g1_i7.p1"	"ONUN2_DN492_c0_g1_i7.p1"	"0.000"	"11.396"	"4"	"4"	"5"	"4"	"1007"	"115.9"	"5.68"	"38"	"4"	""	""	""	""	""	"ONUN2_DN492_c0_g1_i7.p1"	""	""	""	""	"0"	"5.986"	"1.448"	"1.024"	"0.242"	"0.171"	"0.707"	"0.127658242042705"	"0.999999999117813"	"0.999999999999392"	"0.176419701084862"	"0.169481555136133"	"0.999999999645348"	"2251832.14518458"	"13478456.0951767"	"3259754.32561747"	"2304799.70413472"	"40.02"	"43.53"	"10.65"	"4.32"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"3002353821194269435"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN106692_c0_g1_i1.p1"	"ONUN2_DN106692_c0_g1_i1.p1"	"0.000"	"11.386"	"22"	"3"	"20"	"2"	"165"	"17.8"	"9.61"	"195"	"3"	""	""	""	""	""	"ONUN2_DN106692_c0_g1_i1.p1"	""	""	""	""	"0"	"0.010"	"0.010"	"0.861"	""	"100.000"	"100.000"	""	""	""	""	""	""	"11606695.6545734"	""	""	"9997663.61310858"	""	""	""	""	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"-6877110517031657256"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3065_c0_g1_i1.p1"	"ONUN2_DN3065_c0_g1_i1.p1"	"0.000"	"11.382"	"4"	"3"	"6"	"3"	"929"	"104.6"	"9.38"	"58"	"3"	""	""	""	""	""	"ONUN2_DN3065_c0_g1_i1.p1"	""	""	""	""	"0"	"100.000"	"100.000"	"100.000"	"0.474"	"0.140"	"0.296"	""	""	""	""	""	""	""	"4718410.53318288"	"2237179.71511546"	"662789.961193054"	""	"6.14"	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"1"	""
"6844849861545531108"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN103786_c0_g1_i1.p1"	"ONUN2_DN103786_c0_g1_i1.p1"	"0.000"	"11.379"	"18"	"4"	"7"	"4"	"230"	"27.6"	"9.91"	"46"	"4"	""	""	""	""	""	"ONUN2_DN103786_c0_g1_i1.p1"	""	""	""	""	"0"	"2.750"	"0.673"	"0.398"	"0.245"	"0.145"	"0.592"	""	""	""	""	"0.122138542655133"	""	"1424223.71441086"	"3916231.33333333"	"958989.769413518"	"567353.213950049"	""	"7.92"	""	"24.89"	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Peak Found"	"1"	""
"-1043757323223883013"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3621_c0_g1_i5.p1"	"ONUN2_DN3621_c0_g1_i5.p1"	"0.000"	"11.376"	"1"	"5"	"8"	"4"	"4029"	"464.3"	"5.81"	"28"	"5"	""	""	""	""	""	"ONUN2_DN3621_c0_g1_i5.p1"	""	""	""	""	"0"	"100.000"	"100.000"	"100.000"	"1.703"	"0.225"	"0.132"	""	""	""	"0.160563990846737"	""	""	""	"3374278.93035672"	"5745775.78228634"	"759784.385679123"	""	"0.37"	"20.68"	""	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"1"	""
"-2011242165315872616"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN4889_c0_g1_i7.p1"	"ONUN2_DN4889_c0_g1_i7.p1"	"0.000"	"11.368"	"1"	"4"	"9"	"4"	"6603"	"766.6"	"4.93"	"76"	"4"	""	""	""	""	""	"ONUN2_DN4889_c0_g1_i7.p1"	""	""	""	""	"0"	"0.763"	"13.984"	"0.894"	"18.329"	"1.171"	"0.064"	""	"0.291713608472346"	""	""	""	""	"1300001.20332224"	"991797.832748546"	"18178979.0419342"	"1161554.96814937"	"69.57"	""	"50.51"	""	"Peak Found"	"High"	"High"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Not Found"	"High"	"1"	""
"-1165545069198441301"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN5902_c0_g1_i4.p1"	"ONUN2_DN5902_c0_g1_i4.p1"	"0.000"	"11.367"	"4"	"3"	"8"	"3"	"952"	"110.5"	"8.95"	"128"	"3"	""	""	""	""	""	"ONUN2_DN5902_c0_g1_i4.p1"	""	""	""	""	"0"	"0.461"	"0.010"	"1.843"	"0.010"	"3.996"	"100.000"	""	""	"0.999999999999392"	""	""	""	"2278683.57695793"	"1050912.26546085"	""	"4199196.05626276"	"10.49"	""	""	"111.76"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"1"	""
"2950575108481233001"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN21922_c0_g2_i5.p1"	"ONUN2_DN21922_c0_g2_i5.p1"	"0.000"	"11.367"	"9"	"3"	"14"	"3"	"393"	"45.4"	"5.60"	"113"	"3"	""	""	""	""	""	"ONUN2_DN21922_c0_g2_i5.p1"	""	""	""	""	"0"	"1.844"	"1.591"	"0.932"	"0.863"	"0.505"	"0.586"	"0.999999999853134"	"0.999999999117813"	"0.999999999999392"	"0.946216686517495"	"0.999999999988872"	"0.999999999645348"	"19533491.5145697"	"36028473.1394425"	"31077430.5995994"	"18201180.6924189"	"11.01"	"15.30"	"86.18"	"64.71"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"1"	""
"-504069962256817604"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN21996_c1_g1_i10.p1"	"ONUN2_DN21996_c1_g1_i10.p1"	"0.000"	"11.351"	"7"	"3"	"10"	"3"	"484"	"55.3"	"5.35"	"97"	"3"	""	""	""	""	""	"ONUN2_DN21996_c1_g1_i10.p1"	""	""	""	""	"0"	"0.010"	"0.010"	"1.866"	""	"100.000"	"100.000"	""	""	""	""	""	""	"2917573.35007913"	""	""	"5444016.95355189"	""	""	""	""	"High"	"High"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Peak Found"	"1"	""
"2768621830647257834"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN4316_c0_g2_i1.p1"	"ONUN2_DN4316_c0_g2_i1.p1"	"0.000"	"11.330"	"29"	"4"	"25"	"4"	"150"	"17.3"	"9.00"	"208"	"4"	""	""	""	""	""	"ONUN2_DN4316_c0_g2_i1.p1"	""	""	""	""	"0"	"0.326"	"0.459"	"0.658"	"1.408"	"2.019"	"1.434"	"0.204551272401957"	"0.497873441613496"	"0.999999999999392"	"0.99999999999899"	"0.557299948884441"	"0.941363457356329"	"15179925.9494214"	"4944896.50747597"	"6961580.73460742"	"9983973.0391775"	"56.31"	"23.96"	"18.41"	"22.47"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8349923109696375555"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2895_c1_g3_i1.p1"	"ONUN2_DN2895_c1_g3_i1.p1"	"0.000"	"11.322"	"33"	"5"	"43"	"5"	"123"	"14.2"	"10.42"	"377"	"5"	""	""	""	""	""	"ONUN2_DN2895_c1_g3_i1.p1"	""	""	""	""	"0"	"4.382"	"1.745"	"2.778"	"0.398"	"0.634"	"1.592"	"0.613831269837383"	"0.999999999117813"	"0.999999999999392"	"0.652624151616554"	"0.999999999988872"	"0.999999999645348"	"24872100.0235834"	"108984408"	"43400968.4047368"	"69105629.0033959"	"123.08"	"13.96"	"36.64"	"33.11"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-8089297472608754193"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN164999_c0_g1_i1.p1"	"ONUN2_DN164999_c0_g1_i1.p1"	"0.000"	"11.318"	"7"	"2"	"5"	"2"	"291"	"32.4"	"8.51"	"83"	"2"	""	""	""	""	""	"ONUN2_DN164999_c0_g1_i1.p1"	""	""	""	""	"0"	"1.976"	"0.924"	"0.811"	"0.468"	"0.410"	"0.877"	"0.999999999853134"	""	"0.999999999999392"	""	"0.999999999988872"	""	"4910243.53959272"	"9703485.96812046"	"4539055.59000957"	"3981025.24495023"	"98.66"	"37.49"	""	"52.35"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-5924922923317635253"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN15840_c1_g1_i3.p1"	"ONUN2_DN15840_c1_g1_i3.p1"	"0.000"	"11.308"	"18"	"3"	"4"	"3"	"267"	"31.4"	"9.35"	"32"	"3"	""	""	""	""	""	"ONUN2_DN15840_c1_g1_i3.p1"	""	""	""	""	"0"	"100.000"	""	""	"0.010"	"0.010"	""	""	""	""	""	""	""	""	"2302110.38698554"	""	""	""	"5.95"	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-3856443112113756138"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN721_c2_g1_i16.p1"	"ONUN2_DN721_c2_g1_i16.p1"	"0.000"	"11.301"	"14"	"4"	"9"	"4"	"346"	"38.6"	"8.46"	"52"	"4"	""	""	""	""	""	"ONUN2_DN721_c2_g1_i16.p1"	""	""	""	""	"0"	"0.010"	"1.790"	"0.010"	"100.000"	""	"0.010"	""	"0.318036770378294"	""	""	""	""	"6089764.91749749"	""	"10899275.6625089"	""	"17.01"	""	"14.82"	""	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"1166081215903091022"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN10396_c1_g3_i7.p1"	"ONUN2_DN10396_c1_g3_i7.p1"	"0.000"	"11.296"	"26"	"3"	"15"	"3"	"187"	"21.4"	"8.32"	"46"	"3"	""	""	""	""	""	"ONUN2_DN10396_c1_g3_i7.p1"	""	""	""	""	"0"	"5.341"	"7.785"	"1.299"	"1.458"	"0.243"	"0.167"	""	""	""	"0.99999999999899"	"0.74933269137116"	"0.886438764330136"	"4751062.70133193"	"25373196.8976582"	"36985881.1796833"	"6173885.13129373"	""	"60.21"	"72.34"	"60.12"	"Not Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"High"	"1"	""
"1312760385604085870"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3484_c0_g1_i10.p1"	"ONUN2_DN3484_c0_g1_i10.p1"	"0.000"	"11.294"	"28"	"3"	"8"	"3"	"121"	"14.1"	"5.25"	"88"	"3"	""	""	""	""	""	"ONUN2_DN3484_c0_g1_i10.p1"	""	""	""	""	"0"	""	""	"100.000"	""	"100.000"	"100.000"	""	""	""	""	""	""	""	""	""	"29062031.0354261"	""	""	""	"120.63"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"1"	""
"-7659562686280030538"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN347_c0_g2_i6.p1"	"ONUN2_DN347_c0_g2_i6.p1"	"0.000"	"11.278"	"14"	"3"	"9"	"3"	"236"	"27.8"	"5.71"	"158"	"3"	""	""	""	""	""	"ONUN2_DN347_c0_g2_i6.p1"	""	""	""	""	"0"	"100.000"	""	""	"0.010"	"0.010"	""	""	""	""	""	""	""	""	"17022110.51404"	""	""	""	"24.68"	""	""	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-2704307518779950965"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN669_c0_g1_i5.p1"	"ONUN2_DN669_c0_g1_i5.p1"	"0.000"	"11.275"	"9"	"3"	"26"	"3"	"318"	"35.0"	"8.32"	"649"	"3"	""	""	""	""	""	"ONUN2_DN669_c0_g1_i5.p1"	""	""	""	""	"0"	"4.310"	"41.193"	"3.508"	"9.558"	"0.814"	"0.085"	"0.25412140823118"	"0.00519656512180728"	"0.999999999999392"	"0.0410076916828431"	"0.893549319285846"	"0.0111974880190231"	"8702053.52771043"	"37504174.7066964"	"358459702.660125"	"30530628.6148642"	"55.21"	"31.66"	"39.81"	"55.30"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
"-448288880964785152"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN625_c1_g1_i11.p1"	"ONUN2_DN625_c1_g1_i11.p1"	"0.000"	"11.275"	"7"	"4"	"13"	"4"	"528"	"59.0"	"8.02"	"75"	"4"	""	""	""	""	""	"ONUN2_DN625_c1_g1_i11.p1"	""	""	""	""	"0"	"2.295"	"3.653"	"1.672"	"1.592"	"0.728"	"0.458"	"0.999999999853134"	"0.687133662880113"	"0.999999999999392"	"0.970028045968713"	"0.999999999988872"	"0.682421047570353"	"4354075.53288956"	"9993117.74064479"	"15905555.3502249"	"7278825.9107496"	"91.54"	"16.27"	"92.88"	"41.97"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-1774606922647751600"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN8137_c0_g2_i1.p1"	"ONUN2_DN8137_c0_g2_i1.p1"	"0.000"	"11.273"	"9"	"4"	"7"	"2"	"514"	"58.2"	"7.25"	"48"	"4"	""	""	""	""	""	"ONUN2_DN8137_c0_g2_i1.p1"	""	""	""	""	"0"	"100.000"	"100.000"	"100.000"	"1.388"	"0.838"	"0.603"	""	""	""	""	""	""	""	"3588061.17113007"	"4981960.7223685"	"3006142.18462234"	""	""	"27.01"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"1"	""
"-8828330401396645781"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN6179_c0_g1_i3.p1"	"ONUN2_DN6179_c0_g1_i3.p1"	"0.000"	"11.271"	"18"	"4"	"13"	"4"	"218"	"25.5"	"7.42"	"59"	"4"	""	""	""	""	""	"ONUN2_DN6179_c0_g1_i3.p1"	""	""	""	""	"0"	"0.359"	"0.236"	"5.582"	"0.659"	"15.564"	"23.608"	"0.184019761017268"	"0.0801103933636553"	"0.999999999999392"	"0.99999999999899"	"0.0650277088024885"	"0.0079647030329842"	"152719912.809425"	"54769739.9473749"	"36108544.975834"	"852457937.458874"	"98.98"	"42.32"	"15.33"	"18.96"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
"8781053796673882478"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN5172_c0_g1_i9.p1"	"ONUN2_DN5172_c0_g1_i9.p1"	"0.000"	"11.271"	"9"	"3"	"17"	"3"	"562"	"62.6"	"6.39"	"258"	"3"	""	""	""	""	""	"ONUN2_DN5172_c0_g1_i9.p1"	""	""	""	""	"0"	"0.331"	"0.238"	"0.670"	"0.719"	"2.026"	"2.818"	"0.732986889501588"	"0.415986330091615"	"0.999999999999392"	"0.99999999999899"	"0.954521638794124"	"0.407823426903745"	"214209762.400128"	"70838496.9940383"	"50927378.8738032"	"143493670.086682"	"48.51"	"23.74"	"63.15"	"70.03"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"1"	""
